Ambient temp,Direct normal solar,Diffuse horizontal solar
-0.5,0,96.6
0.2,0,69.6
1,0,40.2
1.3,0,21.6
1.2,0,2.8
1,0,0
1.3,0,0
1.8,0,0
2.4,0,0
2.7,0,0
2.7,0,0
2.8,0,0
2.5,0,0
2,0,0
1.4,0,0
1.1,0,0
0.9,0,0
0.7,0,0
0.8,0,0
1.3,0,3.6
1.7,14,45.6
2.5,0,68.8
3.5,0,90.3
4.6,0,98.4
5.2,0,99.6
5.5,0,68.8
5.8,0,63.9
5.5,0,20.4
4.9,0,1.2
4.2,0,0
3.8,0,0
3.7,0,0
3.6,0,0
3.5,0,0
3.6,0,0
3.6,0,0
3.5,0,0
3.2,0,0
2.8,0,0
2.6,0,0
2.5,0,0
2.3,0,0
2.2,0,0
2.2,0,3.5
2.1,0,33.6
2.2,0,63.9
2.4,0,54
2.7,0,95.2
2.8,0,106.2
2.9,0,83.4
3,0,55.8
2.7,0,20.4
2.1,0,4.9
1.5,0,0
1.2,0,0
1.1,0,0
1,0,0
1.1,0,0
1.5,0,0
1.8,0,0
1.8,0,0
1.4,0,0
1,0,0
0.8,0,0
0.7,0,0
0.6,0,0
0.7,0,0
1,64.8,7.2
1.2,292.8,29.4
1.8,480.2,48
2.8,548.1,61.2
3.7,608,51.6
4.1,249.6,120.4
3.8,255,107.8
3.5,198.1,116.1
2.5,135.2,54.6
0.8,120.8,8.8
-0.9,0,0
-2,0,0
-2.8,0,0
-3.5,0,0
-3.8,0,0
-3.6,0,0
-3.4,0,0
-3.2,0,0
-2.9,0,0
-2.6,0,0
-2.4,0,0
-2.2,0,0
-2.1,0,0
-1.7,0,0
-1.2,0,7.7
-0.8,0,28.2
-0.1,0,47.4
0.7,0,87.3
1.5,0,76.2
2.2,0,94.2
2.6,0,140.4
3.1,0,125.1
3.1,13.3,68
2.7,0,8.8
2.4,0,0
2,0,0
1.6,0,0
1.2,0,0
1,0,0
1,0,0
1.1,0,0
0.7,0,0
-0.2,0,0
-1.1,0,0
-1.8,0,0
-2.3,0,0
-2.8,0,0
-2.7,0,0
-2,55.3,7.7
-1.3,0.8,51.1
-0.1,0,70.2
1.7,160.3,97.8
3.4,518.4,47.2
4.7,604.8,36
5.5,558,75.6
6.3,536.2,40.8
6,433.3,30.4
4.8,107.2,11.2
3.5,0,0
2.7,0,0
2.6,0,0
2.4,0,0
2.3,0,0
2.2,0,0
2.2,0,0
2.3,0,0
2.5,0,0
2.8,0,0
3.2,0,0
3.8,0,0
4.4,0,0
5,0,0
5.5,0,5.4
